Production
0
0
0
0
0
0
0
0
0
1558.6
23380
3799.8
3683.6
2346.9
559.46
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1923.7
2493.2
3061.6
8978.8
2036.3
1242.9
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1037.3
1616
3448.8
9035.9
1599.2
1027.1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1476.7
3412.8
19540
4567.7
4747.8
1491
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
16159
14791
50255
40883
33862
6430.1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
7412
4002.8
3874
11085
3140.9
577.47
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1253.6
16185
4772.3
1361.9
3635
2723.8
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1386.3
3123.8
11849
7266.9
1716.4
1028.6
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2366.6
2589.6
8213.5
5390.1
12204
1459.8
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2239.2
7032.6
1681.4
10569
15171
2694.2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
6138.9
3139.5
23250
21125
24427
2798.1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1006.4
1791.9
35445
35705
3580.6
223.79
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
12589
44960
47462
17136
3368.8
2356
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1253.9
3659.5
4120.6
4581.1
10511
2743.9
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1715.9
4015.5
2410.7
1144.9
2628
4262.8
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
799.12
340.78
5436.5
10776
7114.7
1920.3
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
15841
22835
12988
5234.5
3862.2
2267.9
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
13846
15198
18987
9861.8
1910.7
1459.4
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
15952
13626
30780
13514
2790.6
2778.1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
35754
58877
52587
24117
6306.4
1441.6
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3382.8
5636.3
14364
56853
61608
35303
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2710.2
3951.3
4967.3
11678
5291.9
2925.7
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1117.9
335.48
670.95
1565.1
446.64
111.49
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
228.12
1819.1
3638.2
4976.1
4169.6
7915.3
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
903.94
27801
42767
23433
45902
36710
25578
1570.2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1554.8
21113
35418
44271
43899
27382
24280
1332.7
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1919.2
33701
60459
76734
82827
72764
49080
2371.5
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1020.8
6257.7
4995.2
7379.2
8509.5
16309
11223
907.41
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2254.5
6267.4
55634
23999
63030
65311
41812
1909.5
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2129.1
17857
49409
50044
8265.2
18120
12975
2787.3
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2587.3
23729
43310
65184
72757
68804
34720
10696
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
452.24
1807.9
3049.9
3499.7
1353.9
1804.2
901.54
675.96
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
565.47
12290
7013.8
8937
28765
6090.8
4277.3
1462
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
226.25
565.63
113.09
4410.6
3503.8
4292.5
1579.6
451.31
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2243.9
14483
19412
8751
18272
8304.7
2468.2
1233
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
17831
35216
42150
